village_code,village_name,sub_district_code,district_code,state_code
222711,Dharhar,1125,210,10
222712,Tangtangia,1125,210,10
222713,Tangtangia,1125,210,10
222714,Nisndara,1125,210,10
222715,Mahadeo Dighi,1125,210,10
222716,Dohar,1125,210,10
222717,Jhiljhili,1125,210,10
222718,Palasmani,1125,210,10
222719,Dahgaon,1125,210,10
222720,Phulbari,1125,210,10
222721,Bhatabari,1125,210,10
222722,Basbari,1125,210,10
222723,Baisa Jurail,1125,210,10
222724,Deotar Birnia,1125,210,10
222725,Bhaurdah,1125,210,10
222726,Sikmi Bangaon,1125,210,10
222727,Bangaon Milik,1125,210,10
222728,Bangaon,1125,210,10
222729,Gurgaon Milik,1125,210,10
222730,Gurgaon,1125,210,10
222731,Kharij Kumhia,1125,210,10
222732,Mahammad Nagar,1125,210,10
222733,Singhia,1125,210,10
222734,Dulali,1125,210,10
222735,Dulali,1125,210,10
222736,Dulali Milik,1125,210,10
222737,Kathalbari,1125,210,10
222738,Kathalbari,1125,210,10
222739,Domohani,1125,210,10
222740,Korat Bangaon,1125,210,10
222741,Chanaur Milik,1125,210,10
222742,Chanaur,1125,210,10
222743,Koimari,1125,210,10
222744,Koimari,1125,210,10
222745,Tharkachhpur,1125,210,10
222746,Bhupla,1125,210,10
222747,Bhadesar,1125,210,10
222748,Mohan Singh Gachh,1125,210,10
222749,Netuapara,1125,210,10
222750,Baradenga,1125,210,10
222751,Jhiljhili,1125,210,10
222752,Chorkattakurhaila,1125,210,10
222753,Gopalpur Bairgachhi,1125,210,10
222754,Goabari,1125,210,10
222755,Kurhaila,1125,210,10
222756,Betbari,1125,210,10
222757,Siktiharuttarbasti,1125,210,10
222758,Siktihar,1125,210,10
222759,Rampur,1125,210,10
222760,Sakaur,1125,210,10
222761,Netuapara,1125,210,10
0,Kochadhamin,1126,210,10
222762,Altabari,1126,210,10
222763,Gangikhurd,1126,210,10
222764,Harwadanga,1126,210,10
222765,Gauramani,1126,210,10
222766,Hatgachhi,1126,210,10
222767,Patkoikalan,1126,210,10
222768,Patkoi khurd,1126,210,10
222769,Potkoi Milik,1126,210,10
222770,Thutipakar,1126,210,10
222771,Ghurna,1126,210,10
222772,Birwachurakutti,1126,210,10
222773,Churakutti,1126,210,10
222774,Baichakutti,1126,210,10
222775,Parhalpur,1126,210,10
222776,Dhanpurakhari,1126,210,10
222777,Dhanpura,1126,210,10
222778,Moharmari Khurd,1126,210,10
222779,Deramari,1126,210,10
222780,Karehbari,1126,210,10
222781,Lodhna,1126,210,10
222782,Lodhnakhargi,1126,210,10
222783,Kalkali,1126,210,10
222784,Birwakalkali,1126,210,10
222785,Parhalpur Milik,1126,210,10
222786,Masidgarh Dargah,1126,210,10
222787,Masidgarh Milik,1126,210,10
222788,Kashibari,1126,210,10
222789,Masidgarh Pokharkona,1126,210,10
222790,Masidgarh Mohiuddinpur,1126,210,10
222791,Burhimari,1126,210,10
222792,Bagalbari,1126,210,10
222793,Bastakolha,1126,210,10
222794,Moharmari,1126,210,10
222795,Mujabari,1126,210,10
222796,Babhangaon,1126,210,10
222797,Kamalpur,1126,210,10
222798,Daua,1126,210,10
222799,Singhiakhari,1126,210,10
222800,Singhia Chakandara,1126,210,10
222801,Bastakolaha,1126,210,10
222802,Balubari,1126,210,10
222803,Barahmasia,1126,210,10
222804,Charaia,1126,210,10
222805,Dopokharia,1126,210,10
222806,Dhanusna,1126,210,10
222807,Kuari,1126,210,10
222808,Konhaiabari,1126,210,10
222809,Doria,1126,210,10
222810,Lator,1126,210,10
222811,Asura,1126,210,10
222812,Kathalbari,1126,210,10
222813,Bhag Baisa,1126,210,10
222814,Bishunpur,1126,210,10
222815,Dahuabari,1126,210,10
222816,Chapra Bakhari,1126,210,10
222817,Sundarbari,1126,210,10
222818,Titiha,1126,210,10
222819,Kolaha,1126,210,10
222820,Topamari,1126,210,10
222821,Haldikhora,1126,210,10
222822,Singhari,1126,210,10
222823,Jiwanpur,1126,210,10
222824,Pokharia,1126,210,10
222825,Majkuri,1126,210,10
222826,Kushpara,1126,210,10
222827,Mehadipur,1126,210,10
222828,Bishunpur,1126,210,10
222829,Sehangaon,1126,210,10
222830,Saptia,1126,210,10
222831,Kabaia,1126,210,10
222832,Balia,1126,210,10
222833,Surang,1126,210,10
222834,Andhasur,1126,210,10
222835,Jadhail,1126,210,10
222836,Pachahara,1126,210,10
222837,Dogharia,1126,210,10
222838,Sirar,1126,210,10
222839,Purandaha,1126,210,10
222840,Molingaon,1126,210,10
222841,Rohonia Milik,1126,210,10
222842,Makraha,1126,210,10
222843,Makraha,1126,210,10
222844,Bahkol,1126,210,10
222845,Parwa,1126,210,10
222846,Nagri,1126,210,10
222847,Barbata,1126,210,10
222848,Rohania,1126,210,10
222849,Natuapara,1126,210,10
222850,Katamata,1126,210,10
222851,Bhebhal,1126,210,10
222852,Mosangaon,1126,210,10
222853,Arugaon,1126,210,10
222854,Rani,1126,210,10
222855,Bhaunra,1126,210,10
222856,Danti,1126,210,10
222857,Bohita,1126,210,10
222858,Bhagpunash,1126,210,10
222859,Santha,1126,210,10
222860,Nihalbhag,1126,210,10
222861,Kairbirpur,1126,210,10
222862,Dongidighi,1126,210,10
222863,Barijan Durgapur,1126,210,10
222864,Durgapur,1126,210,10
222865,Sarai,1126,210,10
222866,Barijan Pothimari Jagir,1126,210,10
222867,Tegharia,1126,210,10
222868,Mahiarpur,1126,210,10
222869,Rangamani,1126,210,10
222870,Kanhaiabari,1126,210,10
222871,Satbhitha,1126,210,10
222872,Majgaon,1126,210,10
222873,Rohia,1126,210,10
222874,Boaldah,1126,210,10
222875,Topamari,1126,210,10
222876,Kajlamari,1126,210,10
222877,Anarkali,1126,210,10
222878,Pipra,1126,210,10
222879,Najarpur,1126,210,10
222880,Jhantipari Anarkali,1126,210,10
222881,Gurgaon,1126,210,10
222882,Kochadhamin,1126,210,10
222883,Haribhasa,1126,210,10
222884,Koitor,1126,210,10
222885,Mahadha,1126,210,10
222886,Titlia,1126,210,10
222887,Rasulganj,1126,210,10
222888,Bhebhra,1126,210,10
222889,Harkhuguria,1126,210,10
222890,Chunamari,1126,210,10
222891,Sukalrani,1126,210,10
222892,Hasan Dumaria,1126,210,10
222893,Mahua,1126,210,10
222894,Hatgachhi,1126,210,10
222895,Shahnagar,1126,210,10
222896,Bhagal,1126,210,10
222897,Shahpur,1126,210,10
222898,Shahpur Istamrar,1126,210,10
222899,Dalia,1126,210,10
222900,Jhura,1126,210,10
222901,Himatnagar,1126,210,10
222902,Pipla,1126,210,10
222903,Kalanagin,1126,210,10
222904,Phulbari,1126,210,10
222905,Dhanusna,1126,210,10
222906,Bhawaniganj,1126,210,10
222907,Dubra,1126,210,10
222908,Naranga,1126,210,10
222909,Mastalia,1126,210,10
222910,Sundarpuchhi,1126,210,10
222911,Kutti,1126,210,10
0,Kishanganj,1127,210,10
222912,Halamala,1127,210,10
222913,Motihara,1127,210,10
222914,Andowakol,1127,210,10
222915,Belwa Kasipur,1127,210,10
222916,Chhota Salki,1127,210,10
222917,Solki,1127,210,10
222918,Tengramari,1127,210,10
222919,Kasipur,1127,210,10
222920,Chhagalia,1127,210,10
222921,Katmohan,1127,210,10
222922,Motihara Taluka,1127,210,10
222923,Chhagalia,1127,210,10
222924,Meda,1127,210,10
222925,Panisal,1127,210,10
222926,Singhia,1127,210,10
222927,Goaltoli,1127,210,10
222928,Telia Pokhar,1127,210,10
222929,Piakunri,1127,210,10
222930,Satkhamhar,1127,210,10
222931,Chaundi,1127,210,10
222932,Gachhpara,1127,210,10
222933,Gachhpara,1127,210,10
222934,Mahesh Bathna,1127,210,10
222935,Andhuakol,1127,210,10
222936,Simalbari,1127,210,10
222937,Bheriadangi,1127,210,10
222938,Topamari,1127,210,10
222939,Chakla,1127,210,10
222940,Sultanpur,1127,210,10
222941,Phulwari,1127,210,10
222942,Phulwari,1127,210,10
222943,Mahesh Bathnakhas Milik,1127,210,10
222944,Mahesh Bathna Khas,1127,210,10
222945,Kolaha,1127,210,10
222946,Thauapara,1127,210,10
222947,Jharbari,1127,210,10
222948,Bairgachhi,1127,210,10
222949,Thaunapara,1127,210,10
222950,Taisa,1127,210,10
222951,Dheksara,1127,210,10
222952,Chormara,1127,210,10
222953,Pirani,1127,210,10
222954,Singhia,1127,210,10
222955,Belwa Milik,1127,210,10
222956,Belwa,1127,210,10
222957,Gobindpur,1127,210,10
222958,Lakhimara,1127,210,10
222959,Nonia,1127,210,10
222960,Basatpur Pharsadangi,1127,210,10
222961,Basatpur Milik,1127,210,10
222962,Basatpur Marua Toli,1127,210,10
222963,Kirdah Samda,1127,210,10
222964,Mehengaon Milik,1127,210,10
222965,Mehangaon,1127,210,10
222966,Basantpur,1127,210,10
222967,Phulwari,1127,210,10
222968,Katahalia Bhag,1127,210,10
222969,Katahalia,1127,210,10
222970,Purla bari,1127,210,10
222971,Daula,1127,210,10
222972,Balia,1127,210,10
222973,Majhok,1127,210,10
222974,Lalbari,1127,210,10
222975,Janamjai,1127,210,10
222976,Bararo,1127,210,10
222977,Babhantola,1127,210,10
222978,Barchuna,1127,210,10
222979,Mahammadpur Bhagal,1127,210,10
222980,Kaparporbandha,1127,210,10
222981,Pichhla,1127,210,10
222982,Jia Gachhi,1127,210,10
222983,Bastadangi,1127,210,10
0,Purnia,0,211,10
0,Banmankhi,1128,211,10
222984,Dhurup Bilas,1128,211,10
222985,Birnagar Raghunath,1128,211,10
222986,Birnagar Raghunath,1128,211,10
222987,Maharajganj,1128,211,10
222988,Birnagar Raghunath Milik,1128,211,10
222989,Birnagar Raghunath,1128,211,10
222990,Ekraha,1128,211,10
222991,Ekraha Milik,1128,211,10
222992,Rajuadih,1128,211,10
222993,Jankinagar,1128,211,10
222994,Brindaban,1128,211,10
222995,Madhuban,1128,211,10
222996,Ramnagar Milik,1128,211,10
222997,Ramnagar Pharsahi Milik,1128,211,10
222998,Ramnagar Pharsahi,1128,211,10
222999,Ramnagar Pharsahi Milik,1128,211,10
223000,Ramnagar Pharsahi Milik,1128,211,10
223001,Ramnagar Milik,1128,211,10
223002,Ramnagar Pharsahi Milik,1128,211,10
223003,Ramnagar Pharsahi Milik,1128,211,10
223004,Belachand Sukhia Milik,1128,211,10
223005,Belchand Sukhia,1128,211,10
223006,Belchand Sukhia (RADHNAGAR),1128,211,10
223007,Mohania Chakla,1128,211,10
223008,Belachand Sukhia Milik,1128,211,10
223009,BelaChand Sukhia Milik,1128,211,10
223010,Belabadan Milik,1128,211,10
223011,Belabadan,1128,211,10
223012,Bishunpur Bahadur,1128,211,10
223013,Bishunpur Bahadur Milik,1128,211,10
223014,Rikabganj,1128,211,10
223015,Bhargawan Patti,1128,211,10
223016,Pipra,1128,211,10
223017,Harpur Madi Milik,1128,211,10
223018,Piprachetan Parsad,1128,211,10
223019,Belabadan Milik,1128,211,10
223020,Harpur Madi Milik,1128,211,10
223021,Harpur Madi,1128,211,10
223022,Makhnaha,1128,211,10
223023,Makhnaha Milik,1128,211,10
223024,Fakirana,1128,211,10
223025,Makhnaha Chakla,1128,211,10
223026,Makhnaha Nawabganj Chakla,1128,211,10
223027,Dharhara Milik,1128,211,10
223028,Saharwa,1128,211,10
223029,Dharhara Munahi Chakla,1128,211,10
223030,Khutahari,1128,211,10
223031,Dharhara Milik,1128,211,10
223032,Dharhara Milik,1128,211,10
223033,Dharhara Milik,1128,211,10
223034,Dharhara Milik,1128,211,10
223035,Dharhara,1128,211,10
223036,Kazi Hirdenagar,1128,211,10
223037,Harmurhi,1128,211,10
223038,Rasarh,1128,211,10
223039,Madhaipur,1128,211,10
223040,Balua Kachhari,1128,211,10
223041,Raghunathpur,1128,211,10
223042,Masuria,1128,211,10
223043,Bahora,1128,211,10
223044,Burhia Dhanghatta,1128,211,10
223045,Mahadeopur,1128,211,10
223046,Kasiran Deotar,1128,211,10
223047,Banmankhi,1128,211,10
223048,Dhokardhara,1128,211,10
223049,Dhima,1128,211,10
223050,Dhima,1128,211,10
223051,Chakla,1128,211,10
223052,Bishunpurdat,1128,211,10
223053,Magurjan,1128,211,10
223054,Ramnagar Parsahi Milik,1128,211,10
223055,Bibia Chakla,1128,211,10
223056,Ramnagar Parsahi Milik,1128,211,10
223057,Rampur Tilak Milik,1128,211,10
223058,Rampur Tilak,1128,211,10
223059,Rupauli Milik,1128,211,10
223060,Ladugarh,1128,211,10
223061,Gangaili,1128,211,10
223062,Maharajganj,1128,211,10
223063,Jianganj,1128,211,10
223064,Akhtiarpur,1128,211,10
223065,Manakhodawand Nagar,1128,211,10
223066,Majhua Pemraj Milik,1128,211,10
223067,Majhua Pemraj Milik,1128,211,10
223068,Jianganj Milik,1128,211,10
223069,Rupauli,1128,211,10
223070,Sahoriasubhai Milik,1128,211,10
223071,Ubhairam Milik,1128,211,10
223072,Sahoria Subhai,1128,211,10
223073,Sahoria Subhai Milik,1128,211,10
223074,Sahoria Subhai Milik,1128,211,10
223075,Sahoria Subhai Milik,1128,211,10
223076,Sahoria Subhai Milik,1128,211,10
223077,Bhabhi Kumar Chakla,1128,211,10
223078,Chandpur Bhagha,1128,211,10
223079,Sahoria Subhai Milik,1128,211,10
223080,Mirza Muniambeg Chakla,1128,211,10
223081,Srinagar Badh,1128,211,10
223082,Sahoria Subhai Milik,1128,211,10
223083,Jhangar Tola,1128,211,10
223084,Chandpur Bhagha Milik,1128,211,10
223085,Chandpur Bhagha,1128,211,10
223086,Chandpur Bhagha Milik,1128,211,10
223087,Naulakhi,1128,211,10
223088,Gangapur,1128,211,10
223089,Naulakhi Milik,1128,211,10
223090,Naulakhi Milik,1128,211,10
0,Barhara,1129,211,10
223091,Nipania,1129,211,10
223092,Laukahi Chakla,1129,211,10
223093,Laukahi,1129,211,10
223094,Rustampur,1129,211,10
223095,Magur Jan milik,1129,211,10
223096,Magur Jan,1129,211,10
223097,Bhanga Tola,1129,211,10
223098,Latraha,1129,211,10
223099,Aurahi,1129,211,10
223100,Aurahi Milik,1129,211,10
223101,Aurahi Milik,1129,211,10
223102,Mipania Milik,1129,211,10
223103,Nipania Milik,1129,211,10
223104,Sukhsena,1129,211,10
223105,Sukhsena Milik,1129,211,10
223106,Bhatotar,1129,211,10
223107,Gauripur Arazi,1129,211,10
223108,Gauripur,1129,211,10
223109,Gauripur Arazi,1129,211,10
223110,Gauripur Arazi,1129,211,10
223111,Borhi,1129,211,10
223112,Barhara Milik,1129,211,10
223113,Barhara Milik,1129,211,10
223114,Bairbana,1129,211,10
223115,Barhari,1129,211,10
223116,Barhara Kothi,1129,211,10
223117,Harrahi Milik,1129,211,10
223118,Harrahi,1129,211,10
223119,Thari,1129,211,10
223120,Gararia,1129,211,10
223121,Barhara,1129,211,10
223122,Basdeopur,1129,211,10
223123,Barhari,1129,211,10
223124,Auraha Chakla,1129,211,10
223125,Urlaha,1129,211,10
223126,Urlaha Milik,1129,211,10
223127,Maldiha,1129,211,10
223128,Arbana Chakla,1129,211,10
223129,Patraha,1129,211,10
223130,Bhatsara,1129,211,10
223131,Deori,1129,211,10
223132,Bisaharia Got,1129,211,10
223133,Bidanarean,1129,211,10
223134,Hanuman Nagar Chakla,1129,211,10
223135,Chahbacha,1129,211,10
223136,Nathpur,1129,211,10
223137,Maikhand Milik,1129,211,10
223138,Maikhand Milik,1129,211,10
223139,Matihani,1129,211,10
223140,Belaganj,1129,211,10
223141,Bela Paemu,1129,211,10
223142,Bela Paemu Milik,1129,211,10
223143,Gauripur Milik,1129,211,10
223144,Kamalpur,1129,211,10
223145,Kamalpur Milik,1129,211,10
223146,Bithaili Doba,1129,211,10
223147,Bithaili Doba Jagir,1129,211,10
223148,kamalpur Jagir,1129,211,10
223149,Bithaili Dhanpat,1129,211,10
223150,Sahsaul,1129,211,10
223151,Mulkia,1129,211,10
223152,Dibraghani,1129,211,10
0,Bhawanipur,1130,211,10
223153,Laukahi,1130,211,10
223154,Bhawanipur Rajdham,1130,211,10
223155,Lathi,1130,211,10
223156,Singhia Sundar,1130,211,10
223157,Mahanth Dina Ram Das,1130,211,10
223158,Mahanth Dina Ram Das,1130,211,10
223159,Bhurkundi Chakla,1130,211,10
223160,Birsail Badh,1130,211,10
223161,Bhurkunda Tola,1130,211,10
223162,Bhawanipur Milik,1130,211,10
223163,Bhawanipur Istamrar,1130,211,10
223164,Chethariapir Badh,1130,211,10
223165,Kusaha Milik,1130,211,10
223166,Jabe,1130,211,10
223167,Kodai Patti,1130,211,10
223168,Khagurail,1130,211,10
223169,Akbarpur,1130,211,10
223170,Singhia Sundar Milik,1130,211,10
223171,Dumrail Drap,1130,211,10
223172,Raghunathpur,1130,211,10
223173,Durgapur,1130,211,10
223174,Telkundar,1130,211,10
223175,Sahgaura,1130,211,10
223176,Sahgaura Chakla,1130,211,10
223177,Dumrail Milik,1130,211,10
223178,Dumrail Milik,1130,211,10
223179,Birnia Milik,1130,211,10
223180,Shekhpura,1130,211,10
223181,Birnia,1130,211,10
223182,Birnia Milik,1130,211,10
223183,Khajura Patti,1130,211,10
223184,Bishunpur Tulsi,1130,211,10
223185,Mahabala,1130,211,10
223186,Raghunathpur,1130,211,10
223187,Sondip,1130,211,10
223188,Barhari,1130,211,10
223189,Sondip Milik,1130,211,10
223190,Bhelwa Milik,1130,211,10
223191,Bhelwa Band,1130,211,10
223192,Dumaria,1130,211,10
223193,Genharia,1130,211,10
223194,Auria,1130,211,10
223195,Siripur Milik,1130,211,10
223196,Siripur Milik,1130,211,10
223197,Siripur Milik,1130,211,10
223198,Siripur Milik,1130,211,10
223199,Bhandsar Milik,1130,211,10
223200,Siripur Milik,1130,211,10
223201,Gonwara Patkaili,1130,211,10
223202,Shekhpura Milik,1130,211,10
223203,Bhamet,1130,211,10
223204,Dewhari Milik,1130,211,10
223205,Dewhari Milik,1130,211,10
223206,Bhandsar Milik,1130,211,10
223207,Bhandsar Milik,1130,211,10
223208,Shekhpura Milik,1130,211,10
223209,Mahathua Milik,1130,211,10
223210,Mahathua Milik,1130,211,10
223211,Mahathua,1130,211,10
223212,Raipura,1130,211,10
223213,Basmanpur urf. Baksand,1130,211,10
223214,Brahamgani,1130,211,10
223215,Suraini Milik,1130,211,10
223216,Mahathua Milik,1130,211,10
223217,Dumrail Milik,1130,211,10
223218,Suraini Milik,1130,211,10
223219,Supaili,1130,211,10
223220,Babhan Chako,1130,211,10
223221,Tulshipur,1130,211,10
223222,Supaili,1130,211,10
223223,Kharkatta,1130,211,10
223224,Sahgaura Milik,1130,211,10
223225,Sondiha,1130,211,10
223226,Soraiti,1130,211,10
223227,Parasbani,1130,211,10
223228,Semaria Khem Chand,1130,211,10
223229,Dumra Mahabal Milik,1130,211,10
223230,Dumra Mahabal Milik,1130,211,10
223231,Dumra Mahabal,1130,211,10
223232,Dumra,1130,211,10
223233,Madhopur,1130,211,10
223234,Garhia,1130,211,10
223235,Sonua,1130,211,10
223236,Chandaili Milik,1130,211,10
223237,Chandaili Karmchand,1130,211,10
223238,Basantpur Chintaman Milik,1130,211,10
223239,Basantpur Chintamanuska Bari,1130,211,10
223240,Sahiaganj,1130,211,10
0,Rupauli,1131,211,10
223241,Supaili Kamat,1131,211,10
223242,Singhpur,1131,211,10
223243,Dumrail Chakla,1131,211,10
223244,Khalsa Arazi,1131,211,10
223245,Bhaua Parbal,1131,211,10
223246,Dobha,1131,211,10
223247,Bhawanipur Patkaili,1131,211,10
223248,Basantpur,1131,211,10
223249,Bahadura,1131,211,10
223250,Pirraha,1131,211,10
223251,Goriar,1131,211,10
223252,Chapahari,1131,211,10
223253,Basgarha,1131,211,10
223254,Gonaili,1131,211,10
223255,Goapara,1131,211,10
223256,Rampur Parhat,1131,211,10
223257,Baradghatta,1131,211,10
223258,Bela Parsadi,1131,211,10
223259,Bhelwa Badh,1131,211,10
223260,Nathpur,1131,211,10
223261,Sahgaura Milik,1131,211,10
223262,Sukhsena Milik,1131,211,10
223263,Pipra,1131,211,10
223264,Nirpur Milik,1131,211,10
223265,Bahuti,1131,211,10
223266,Maina Bhagwan Milik,1131,211,10
223267,Mahabla,1131,211,10
223268,Maini,1131,211,10
223269,Koili Semra,1131,211,10
223270,Dhobgidha Rupauli,1131,211,10
223271,Harnaha,1131,211,10
223272,Dhobgidha,1131,211,10
223273,Mataili Khemnarain,1131,211,10
223274,Mataili Khemchand,1131,211,10
223275,Lachhmipur,1131,211,10
223276,Teldiha,1131,211,10
223277,Dhusar Tikapatti,1131,211,10
223278,Dhusar,1131,211,10
223279,Imlakh,1131,211,10
223280,Bhartra Chakla,1131,211,10
223281,Bairia,1131,211,10
223282,Bharoria,1131,211,10
223283,Bairma,1131,211,10
223284,Balia,1131,211,10
223285,Banki,1131,211,10
223286,Anjhari,1131,211,10
223287,Bijaithana,1131,211,10
223288,Bijaithana,1131,211,10
223289,Bijai,1131,211,10
223290,Mohanpur Istamrar,1131,211,10
223291,Kanp,1131,211,10
223292,Gurgawan,1131,211,10
223293,Dobha Milik,1131,211,10
223294,Bhikna,1131,211,10
223295,Lachhimipur Girdhar,1131,211,10
0,Dhamdaha,1132,211,10
223296,Aurahi,1132,211,10
223297,Bhutia,1132,211,10
223298,Mogalia Purandaha,1132,211,10
223299,Mogalia Purandaha Milik,1132,211,10
223300,Sarsi Istamrar,1132,211,10
223301,Sasri Istamrar Milik,1132,211,10
223302,Sihuli,1132,211,10
223303,Majhua Fatehganj,1132,211,10
223304,Bela Champawati,1132,211,10
223305,Bela Gobind,1132,211,10
223306,Rampur Chakla,1132,211,10
223307,Dharbia,1132,211,10
223308,Parasbani,1132,211,10
223309,milki,1132,211,10
223310,Champawati,1132,211,10
223311,Champawati Milik,1132,211,10
223312,Chikni,1132,211,10
223313,Rajghat Grarail,1132,211,10
223314,Damaili,1132,211,10
223315,Dumaria Chakla,1132,211,10
223316,Dumaria,1132,211,10
223317,Dakaiha,1132,211,10
223318,Barkona,1132,211,10
223319,Barkona Milik,1132,211,10
223320,Barkona Milik,1132,211,10
223321,Barkona Milik,1132,211,10
223322,Utna,1132,211,10
223323,Mir Milik,1132,211,10
223324,Rangpura,1132,211,10
223325,Miliki,1132,211,10
223326,Kajra,1132,211,10
223327,Mir Milik,1132,211,10
223328,Ekauna,1132,211,10
223329,Rupaspur Khagha,1132,211,10
223330,Turki Khagha,1132,211,10
223331,Dhamdaha,1132,211,10
223332,Kukraun Milik,1132,211,10
223333,Garail Milik,1132,211,10
223334,kukraun,1132,211,10
223335,Damgari,1132,211,10
223336,Halapur,1132,211,10
223337,Khanua,1132,211,10
223338,Thari,1132,211,10
223339,Hanumani Chakla,1132,211,10
223340,Chandrahi,1132,211,10
223341,Kuari,1132,211,10
223342,Nirpur,1132,211,10
223343,Sukhsena,1132,211,10
223344,Sukhsena Milik,1132,211,10
223345,Nirpur Milik,1132,211,10
223346,Bhawani Chak,1132,211,10
223347,Bishunpur Patti,1132,211,10
223348,Singhara Patti,1132,211,10
223349,kishunpur Balua milik,1132,211,10
223350,Kishunpur Balua,1132,211,10
223351,Kishunpur Balua,1132,211,10
223352,Kishunpur Balua milik,1132,211,10
223353,Bishunpur Milik,1132,211,10
223354,Bishunpur Milik,1132,211,10
223355,Bishunpur Milik,1132,211,10
223356,Madhonagar,1132,211,10
223357,Bhamana Milik,1132,211,10
223358,Tarauni Milik,1132,211,10
223359,Tarauni Milik,1132,211,10
223360,Bansipurandaha,1132,211,10
223361,Bansipurandaha Milik,1132,211,10
223362,Satmi,1132,211,10
223363,Bardela,1132,211,10
223364,Phulkahi,1132,211,10
223365,Kukraun,1132,211,10
223366,Hemai Patti urf. Kukraun,1132,211,10
223367,Hemai Patti,1132,211,10
223368,Gandharap,1132,211,10
223369,Harpur,1132,211,10
223370,Gogai,1132,211,10
223371,Baradghatta,1132,211,10
223372,Mahammadnagar,1132,211,10
223373,Pirankar,1132,211,10
223374,Itahari,1132,211,10
223375,kuari,1132,211,10
223376,Mali,1132,211,10
0,Krityanand Nagar,1133,211,10
223377,Kohbara urf Ramnagar,1133,211,10
223378,Jagni Jagarnathpur,1133,211,10
223379,Jagni Milik,1133,211,10
