village_code,village_name,sub_district_code,district_code,state_code
423096,Kalakupa,3162,395,21
423097,Kadalikani,3162,395,21
423098,Danariguda,3162,395,21
423099,Mandipata,3162,395,21
423100,Odabahali,3162,395,21
423101,Khajuriguda,3162,395,21
423102,Kendupati,3162,395,21
423103,Panpadar,3162,395,21
423104,Serkojhola,3162,395,21
423105,Kanibundel,3162,395,21
423106,Ijrupa,3162,395,21
423107,Chachagan,3162,395,21
423108,Durpadar,3162,395,21
423109,Bhejranga,3162,395,21
423110,Utarkhol,3162,395,21
423111,Dangamundi,3162,395,21
423112,Phuker,3162,395,21
423113,Saralanji,3162,395,21
423114,Kankotara,3162,395,21
423115,Ghumer,3162,395,21
423116,Paiktuaguda,3162,395,21
423117,Punjam,3162,395,21
423118,Jiragan,3162,395,21
423119,Taipadar,3162,395,21
423120,Salpadar,3162,395,21
423121,Talbara,3162,395,21
423122,Turisemel,3162,395,21
423123,Baterpada,3162,395,21
423124,Sargiguda,3162,395,21
423125,Pidisal,3162,395,21
423126,Poiguda,3162,395,21
423127,Dolamba,3162,395,21
0,Biswanathpur ,3163,395,21
423128,Lokanathapur,3163,395,21
423129,Kesa Padar,3163,395,21
423130,Bedhal Khaman,3163,395,21
423131,Fukar Padara,3163,395,21
423132,Umer,3163,395,21
423133,Makundpur,3163,395,21
423134,Jadimara,3163,395,21
423135,Budha Umer,3163,395,21
423136,Podaumer,3163,395,21
423137,Melghutu,3163,395,21
423138,Isarbaru,3163,395,21
423139,Binayakpur,3163,395,21
423140,Irkuli,3163,395,21
423141,Bedaghati,3163,395,21
423142,Karlakupa,3163,395,21
423143,Talipada,3163,395,21
423144,Jharmunda,3163,395,21
423145,Benipokhari,3163,395,21
423146,Junjer Guda,3163,395,21
423147,Pokhari Bandha,3163,395,21
423148,Dharamkhandi,3163,395,21
423149,Gambhariguda,3163,395,21
423150,Bhejipadar,3163,395,21
423151,Lakhaguda,3163,395,21
423152,Sargilefa,3163,395,21
423153,Patradangar,3163,395,21
423154,Deheda,3163,395,21
423155,Belvata,3163,395,21
423156,Kapelpadar,3163,395,21
423157,Danikapel,3163,395,21
423158,Kandhasulim,3163,395,21
423159,Dudhelbhata,3163,395,21
423160,Domsulim,3163,395,21
423161,Kumbharbaru,3163,395,21
423162,Raelaguda,3163,395,21
423163,Khasiguda,3163,395,21
423164,Kaner,3163,395,21
423165,Bakatpur,3163,395,21
423166,Dumermunda,3163,395,21
423167,Isnila,3163,395,21
423168,Tamkurunja,3163,395,21
423169,Bedagaon,3163,395,21
423170,Sukapadar,3163,395,21
423171,Khilapadar,3163,395,21
423172,Maisipita,3163,395,21
423173,Sindhibahala,3163,395,21
423174,Kamashir,3163,395,21
423175,Matakera,3163,395,21
423176,Muskuti,3163,395,21
423177,Puniguda,3163,395,21
423178,Dhanarabhata,3163,395,21
423179,Pajikhaman,3163,395,21
423180,Kumkhal,3163,395,21
423181,Patradanger,3163,395,21
423182,Khajuriguda,3163,395,21
423183,Hatisal,3163,395,21
423184,Pidelbaju,3163,395,21
423185,Kutingapadar,3163,395,21
423186,Kandhtopi,3163,395,21
423187,Kiajharan,3163,395,21
423188,Bishwanathapur,3163,395,21
423189,Dhaurabhata,3163,395,21
423190,Sitapur,3163,395,21
423191,Merengpadar,3163,395,21
423192,Timanbhadi,3163,395,21
423193,Mandiarucha,3163,395,21
423194,Futadangari,3163,395,21
423195,Dangari,3163,395,21
423196,Luma,3163,395,21
423197,Tankalasur,3163,395,21
423198,Kumbharpada,3163,395,21
423199,Bachaka,3163,395,21
423200,Leramba,3163,395,21
423201,Talkalsur,3163,395,21
423202,Suruguda,3163,395,21
423203,Janbali,3163,395,21
423204,Kandama,3163,395,21
423205,Bundel,3163,395,21
423206,Mushanal,3163,395,21
423207,Balisara,3163,395,21
423208,Kenduguda,3163,395,21
423209,Kuburi,3163,395,21
423210,Gurang,3163,395,21
423211,Dangajor,3163,395,21
423212,Bandhapari,3163,395,21
423213,Kukelkubori,3163,395,21
423214,Raeljhola,3163,395,21
423215,Kutruguda,3163,395,21
423216,Baitikhaman,3163,395,21
423217,Rajendrapur,3163,395,21
423218,Thuaguda,3163,395,21
423219,Pratibeda,3163,395,21
423220,Kutrubandha,3163,395,21
423221,Badabanigaon,3163,395,21
423222,Panchkudi,3163,395,21
423223,Tentulipanga,3163,395,21
423224,Mathaguda,3163,395,21
423225,Goipita,3163,395,21
423226,Lanji,3163,395,21
423227,Dandiguda,3163,395,21
423228,Railguda,3163,395,21
423229,Kumudapadar,3163,395,21
423230,Sindhipadar,3163,395,21
423231,Saragoda,3163,395,21
423232,Dukriguda,3163,395,21
423233,Babupadar,3163,395,21
423234,Jangerguda,3163,395,21
423235,Kulanar,3163,395,21
423236,Goicharcha,3163,395,21
423237,Ladang,3163,395,21
423238,Umej,3163,395,21
423239,Karkamaska,3163,395,21
423240,Katulbai,3163,395,21
423241,Patangpadar,3163,395,21
423242,Dolama,3163,395,21
423243,Gares,3163,395,21
423244,Dialbahali,3163,395,21
423245,Kankutru,3163,395,21
423246,Paikbori,3163,395,21
423247,Narang Bahali,3163,395,21
423248,Kandha Bori,3163,395,21
423249,Gambhari Guda,3163,395,21
423250,Ranarana,3163,395,21
423251,Kaksi,3163,395,21
423252,Jamchuan,3163,395,21
423253,Machul,3163,395,21
423254,Jabagaon,3163,395,21
423255,Kachanar,3163,395,21
423256,Beheraguda,3163,395,21
423257,Turka,3163,395,21
423258,Kankoruan,3163,395,21
423259,Manaska,3163,395,21
423260,Maina Guda Alias Amthapadar,3163,395,21
0,Sadar,3164,395,21
423261,Turkel,3164,395,21
423262,Budhipadar,3164,395,21
423263,Mankadipada,3164,395,21
423264,Dangaripadar,3164,395,21
423265,Ghantabahal,3164,395,21
423266,Chahagaon,3164,395,21
423267,Ghugurpala,3164,395,21
423268,Padiagaon,3164,395,21
423269,Dangariguda,3164,395,21
423270,Kendugupka,3164,395,21
423271,Haladigarh,3164,395,21
423272,Karlapada,3164,395,21
423273,Domuhani,3164,395,21
423274,Chheliamal,3164,395,21
423275,Padiagaon,3164,395,21
423276,Turpi,3164,395,21
423277,Podamundi,3164,395,21
423278,Madingpadar,3164,395,21
423279,Jojananuapada,3164,395,21
423280,Salepali,3164,395,21
423281,Boraguda,3164,395,21
423282,Pastipada,3164,395,21
423283,Bhikajharan,3164,395,21
423284,Tentulipada,3164,395,21
423285,Themera,3164,395,21
423286,Bileikuni,3164,395,21
423287,Ghatikana,3164,395,21
423288,Kholandi,3164,395,21
423289,Palsijharan,3164,395,21
423290,Dungipunga,3164,395,21
423291,Karlaguda,3164,395,21
423292,Goipita,3164,395,21
423293,Kukudabodhi,3164,395,21
423294,Thuapadar,3164,395,21
423295,Jamunabahal,3164,395,21
423296,Jajaldeipur,3164,395,21
423297,Jhikimiki,3164,395,21
423298,Dumerbahal,3164,395,21
423299,Khairbhadi,3164,395,21
423300,Khairmal,3164,395,21
423301,Chhatikuda,3164,395,21
423302,Matibeda,3164,395,21
423303,Uparchhatikuda,3164,395,21
423304,Kumkarlaalias sargimal,3164,395,21
423305,Sinangabhata,3164,395,21
423306,Dangriguda,3164,395,21
423307,Depur,3164,395,21
423308,Suagapur,3164,395,21
423309,Gajaribhag,3164,395,21
423310,Udepur,3164,395,21
423311,Balajipita,3164,395,21
423312,Dadpur,3164,395,21
423313,Jamunabahal nutan,3164,395,21
423314,Borguda,3164,395,21
423315,Tentulikhunti,3164,395,21
423316,Dangaripadar,3164,395,21
423317,Kusumkhunti,3164,395,21
423318,Dumal,3164,395,21
423319,Bhimadanga,3164,395,21
423320,Sankhairmal,3164,395,21
423321,Badkhairmal,3164,395,21
423322,Ghusurigudi,3164,395,21
423323,Tentulichuan,3164,395,21
423324,Kaugopana,3164,395,21
423325,Kurumachuan,3164,395,21
423326,Kalam,3164,395,21
423327,Chandopala,3164,395,21
423328,Beherakuni,3164,395,21
423329,Bargaon,3164,395,21
423330,Bhataguda,3164,395,21
423331,Rojanaguda,3164,395,21
423332,Loharakuni,3164,395,21
423333,Kachharpadar,3164,395,21
423334,Kulihamal,3164,395,21
423335,Kusumdara,3164,395,21
423336,Borbhata,3164,395,21
423337,Kamthana,3164,395,21
423338,Dakabahali,3164,395,21
423339,Raisingpur,3164,395,21
423340,Bhejipadar,3164,395,21
423341,Gananathpur,3164,395,21
423342,Balarampur,3164,395,21
423343,Padelpita,3164,395,21
423344,Bhaludangar,3164,395,21
423345,Gudialipadar,3164,395,21
423346,Saradhapur,3164,395,21
423347,Kurlubhata,3164,395,21
423348,Dorapadar,3164,395,21
423349,Salebhata,3164,395,21
423350,Upakabhata,3164,395,21
423351,Bijepur,3164,395,21
423352,Ichhapur,3164,395,21
423353,Dangargada,3164,395,21
423354,Basumatipur,3164,395,21
423355,Janakpur,3164,395,21
423356,Gajakhola,3164,395,21
423357,Upargajakhola,3164,395,21
423358,Gopinathpur Alias Gagara Bahali,3164,395,21
423359,Dengen,3164,395,21
423360,Kerandimal,3164,395,21
423361,Kumpadar,3164,395,21
423362,Kadam,3164,395,21
423363,Karkata,3164,395,21
423364,Lakhapadar,3164,395,21
423365,Madibandha,3164,395,21
423366,Thuapadar,3164,395,21
423367,Kumkucha,3164,395,21
423368,Koteju,3164,395,21
423369,Hatimunda,3164,395,21
423370,Odastala,3164,395,21
423371,Sanabatua,3164,395,21
423372,Badabatua,3164,395,21
423373,Barangpadar,3164,395,21
423374,Leheda,3164,395,21
423375,Padapanga,3164,395,21
423376,Badakarli,3164,395,21
423377,Sankarli,3164,395,21
423378,Kirkapata,3164,395,21
423379,Gunduri,3164,395,21
423380,Sapgundari,3164,395,21
423381,Kadam,3164,395,21
423382,Nandakana,3164,395,21
423383,Naktibijepur,3164,395,21
423384,Pirul,3164,395,21
423385,Saragalanji,3164,395,21
423386,Kusumsila,3164,395,21
423387,Sujanpur,3164,395,21
423388,Kanakpur,3164,395,21
423389,Medinipur,3164,395,21
423390,Jaganathpur,3164,395,21
423391,Upkabhata,3164,395,21
423392,Paramanandapur,3164,395,21
423393,Bhangabari,3164,395,21
423394,Karlasoda,3164,395,21
423395,Karlakot,3164,395,21
423396,Damodarpur,3164,395,21
423397,Risigaon,3164,395,21
423398,Malgaon,3164,395,21
423399,Phatapada,3164,395,21
423400,Phukjodi,3164,395,21
423401,Kandhabarajhola,3164,395,21
423402,Gondbarajhola,3164,395,21
423403,Tilajodi,3164,395,21
423404,Karatikili,3164,395,21
423405,Gobara,3164,395,21
423406,Rangiguda,3164,395,21
423407,Badafunda,3164,395,21
423408,Kapsara,3164,395,21
423409,Kutru Khamar,3164,395,21
423410,Badli,3164,395,21
423411,Herateka,3164,395,21
423412,Singajharan,3164,395,21
423413,Kandha Bando pala,3164,395,21
423414,Gond Bandopala,3164,395,21
423415,Partola,3164,395,21
423416,Kasakendu,3164,395,21
423417,Trisulmunda,3164,395,21
423418,Bhoiguda,3164,395,21
423419,Narengkhola,3164,395,21
423420,Duarsuni,3164,395,21
423421,Gosanimunda,3164,395,21
423422,Thuapadar,3164,395,21
423423,Damodarpur,3164,395,21
423424,Kenduguda,3164,395,21
423425,Upar Kenduguda,3164,395,21
423426,Katyayanipur,3164,395,21
423427,Gothabhata,3164,395,21
423428,Laxmipur,3164,395,21
423429,Kusadangar,3164,395,21
423430,Sripur,3164,395,21
423431,Manoharpur,3164,395,21
423432,Badapada,3164,395,21
423433,Sanmurji Alias  Guva pada,3164,395,21
423434,Uparmuruji,3164,395,21
423435,Partula,3164,395,21
423436,Pengsur,3164,395,21
423437,Bhairabpur,3164,395,21
423438,Ranikata,3164,395,21
423439,Kanikupa,3164,395,21
423440,Bhatangpadar,3164,395,21
423441,Sanpajipita,3164,395,21
423442,Kinkela,3164,395,21
423443,Melenda,3164,395,21
423444,Kanarla,3164,395,21
423445,Talsindhakhunti,3164,395,21
423446,Uparsindhakhunti,3164,395,21
423447,Perpadar   ,3164,395,21
423448,Kabangheju,3164,395,21
423449,Badjamkana,3164,395,21
423450,Singpata,3164,395,21
423451,Badasosapadar,3164,395,21
423452,Sansosapadar,3164,395,21
423453,Badamara,3164,395,21
423454,Ota Bahali,3164,395,21
423455,Jakesnanda,3164,395,21
423456,Taranel,3164,395,21
423457,Manastara,3164,395,21
423458,Tadijhola,3164,395,21
423459,Salpanga,3164,395,21
423460,Taladardbang,3164,395,21
423461,Rindabahali Alias Totguma,3164,395,21
423462,Talnangalbahali,3164,395,21
423463,Kuturughati,3164,395,21
423464,Saked,3164,395,21
423465,Suliya,3164,395,21
423466,Lohara Kani,3164,395,21
423467,Rabana,3164,395,21
423468,Badapajipata,3164,395,21
423469,Taltangankana,3164,395,21
423470,Kolagaon,3164,395,21
423471,Jurkabhata Alias Musiguda,3164,395,21
423472,Uparbelgaon,3164,395,21
423473,Talabelgaon,3164,395,21
423474,Raksi,3164,395,21
423475,Sarangabahali,3164,395,21
423476,Khaing,3164,395,21
423477,Khurasanpur,3164,395,21
423478,Chandeli,3164,395,21
423479,palsipada,3164,395,21
423480,Beheraguda,3164,395,21
423481,Jamunasagar,3164,395,21
423482,Durduri,3164,395,21
423483,Atangaguda,3164,395,21
423484,Kerukuda,3164,395,21
423485,Palasapada,3164,395,21
423486,Tikirapada,3164,395,21
423487,Tentulipada,3164,395,21
423488,Dangarigada,3164,395,21
423489,Ambapada,3164,395,21
423490,Gajakhola,3164,395,21
423491,Kharabahali,3164,395,21
423492,Bhoiguda,3164,395,21
423493,Dakibundel,3164,395,21
423494,Payarmal,3164,395,21
423495,Bundelguda,3164,395,21
423496,Siriliguda,3164,395,21
423497,Sankariguda,3164,395,21
423498,Musiguda,3164,395,21
423499,Kotenpadar,3164,395,21
423500,Sukunabhata,3164,395,21
423501,Mahijor,3164,395,21
423502,Kerandi Hapar,3164,395,21
423503,Kuturuguda,3164,395,21
423504,Bodhipadar,3164,395,21
423505,Kulmuhi-Alias Baghanakhi,3164,395,21
423506,Charpadar,3164,395,21
423507,Parabali,3164,395,21
423508,Sindhbahali,3164,395,21
423509,Amapadar,3164,395,21
423510,Hatigaon,3164,395,21
423511,Uparnangal Bahali,3164,395,21
423512,Paradangaguda,3164,395,21
423513,Pirunguda,3164,395,21
423514,Similipadar,3164,395,21
423515,Sikerguda,3164,395,21
423516,Latakabhata,3164,395,21
423517,Bhalia,3164,395,21
423518,Pokharighat,3164,395,21
423519,Dhanrabhata,3164,395,21
423520,Bengaon,3164,395,21
423521,Sargiguda,3164,395,21
423522,Kitpadar,3164,395,21
423523,Nagjhari,3164,395,21
423524,Sagada,3164,395,21
423525,Khangargoda,3164,395,21
423526,Kot enpadar,3164,395,21
423527,Amba balasa,3164,395,21
423528,Kashipadar,3164,395,21
423529,Adaranga,3164,395,21
423530,Sargichuan,3164,395,21
423531,Labanyasara,3164,395,21
423532,Rakas Tunda,3164,395,21
423533,Talbarahkhoj,3164,395,21
423534,Parlanggada,3164,395,21
423535,Talarachuguda,3164,395,21
423536,Upar Rachuguda,3164,395,21
423537,Tala Pipili,3164,395,21
423538,Upar Pipili,3164,395,21
423539,Atagarla,3164,395,21
423540,Mandia Biri Alias Panchakula,3164,395,21
423541, Talapanghakola,3164,395,21
423542,Tanganabahali,3164,395,21
423543,Marana Bahali,3164,395,21
423544,Bandhatikiri,3164,395,21
423545,Merkul,3164,395,21
423546,Ambajor,3164,395,21
423547,Binikapadar,3164,395,21
423548,Jakam,3164,395,21
423549,Nehela,3164,395,21
423550,Makhaguda,3164,395,21
423551,Lelingpadar,3164,395,21
423552,Karaga Damba Pancha Bahali,3164,395,21
423553,Upar pakhi,3164,395,21
423554,Belagada,3164,395,21
423555,Gurupang,3164,395,21
423556,Rukunibundel,3164,395,21
423557,Herlaguda,3164,395,21
423558,Jugasaipatna,3164,395,21
423559,Rupang Padar,3164,395,21
423560,Kaskinar,3164,395,21
423561,Jhenjakapita,3164,395,21
423562,Bhejapadar,3164,395,21
423563,Kokadmal,3164,395,21
423564,Amatha,3164,395,21
423565,Jharkusum khunti,3164,395,21
423566,Adhamunda,3164,395,21
423567,Boringpadar,3164,395,21
423568,Phatakamal,3164,395,21
423569,Themera,3164,395,21
423570,Pujiguda,3164,395,21
423571,Kanabira,3164,395,21
423572,Khamari,3164,395,21
423573,Dunguriguda,3164,395,21
423574,Pipalbhadi,3164,395,21
423575,Pastikudi,3164,395,21
423576,Latakabahali,3164,395,21
423577,Belamal,3164,395,21
423578,Nasigaon,3164,395,21
0,Kegaon ,3165,395,21
423579,Jayantpur,3165,395,21
423580,Betrajpali,3165,395,21
423581,Kodobhata,3165,395,21
423582,Bhatipada,3165,395,21
423583,Bordi,3165,395,21
423584,Kuhura,3165,395,21
423585,Kendumundi,3165,395,21
423586,Balipadar,3165,395,21
423587,Kantamal,3165,395,21
423588,Kholpala Dangar,3165,395,21
423589,Kholpala,3165,395,21
423590,Donga Pakhan,3165,395,21
423591,Karlapita,3165,395,21
423592,Balipadar,3165,395,21
423593,Gurujung,3165,395,21
423594,Borda,3165,395,21
423595,Phapsi,3165,395,21
423596,Goikela,3165,395,21
423597,Nuapada,3165,395,21
423598,Bargaon,3165,395,21
423599,Kendupati,3165,395,21
423600,Borbhata,3165,395,21
423601,Karlasoda,3165,395,21
423602,Kukuti,3165,395,21
423603,Salebhata,3165,395,21
423604,Baijantipur,3165,395,21
423605,Loharadabari,3165,395,21
423606,Matia,3165,395,21
423607,Gopalpur,3165,395,21
423608,Madiguda,3165,395,21
423609,Chandanpur,3165,395,21
423610,Chikili,3165,395,21
423611,Khairmal,3165,395,21
423612,Kacchar Padar,3165,395,21
423613,Senpur,3165,395,21
423614,Sapasilet,3165,395,21
423615,Chapatakhanda,3165,395,21
423616,Paikapada,3165,395,21
423617,Tepasa,3165,395,21
423618,Palana,3165,395,21
423619,Kharsel,3165,395,21
423620,Kandakhal,3165,395,21
423621,Pendarmal,3165,395,21
423622,Kanduljhar,3165,395,21
423623,Dudhel,3165,395,21
423624,Urlang,3165,395,21
423625,Ajarai,3165,395,21
423626,Aratala,3165,395,21
423627,Kulerguda,3165,395,21
423628,Balipati,3165,395,21
423629,Barafa,3165,395,21
423630,Dumuria,3165,395,21
423631,Gandbasa,3165,395,21
423632,Salegaon,3165,395,21
423633,Rojanapur,3165,395,21
423634,Sikuan,3165,395,21
423635,Masigaon,3165,395,21
423636,Mahendrapur,3165,395,21
423637,Lanji,3165,395,21
423638,Sinapali,3165,395,21
423639,Kulihapada,3165,395,21
423640,Mahaling,3165,395,21
423641,Makraguda,3165,395,21
423642,Bagha Munda (Bagamunda),3165,395,21
423643,Leter,3165,395,21
423644,Turechhada,3165,395,21
423645,Chapria,3165,395,21
423646,Banjipadar,3165,395,21
423647,Tingipadar,3165,395,21
423648,Mirimiri,3165,395,21
423649,Badjor,3165,395,21
423650,Kalipur,3165,395,21
423651,Kasturapadar,3165,395,21
423652,Bhandarkachar,3165,395,21
423653,Kanakpur,3165,395,21
423654,Udepur,3165,395,21
423655,Khaliapali,3165,395,21
423656,Sanchergaon,3165,395,21
423657,Kegaon,3165,395,21
423658,Madhupur,3165,395,21
423659,Padampur,3165,395,21
423660,Nuagaon,3165,395,21
423661,Balabhadrapita,3165,395,21
423662,Sargiphuljuba,3165,395,21
423663,Karanjkot,3165,395,21
423664,Bagdori,3165,395,21
423665,Ambamunda,3165,395,21
423666,Sindhibhadi,3165,395,21
423667,Ramchandrapur,3165,395,21
423668,Jhinkipadar,3165,395,21
423669,Sitapur,3165,395,21
423670,Chahaka,3165,395,21
423671,Sialjhudangi (Sihaljodi),3165,395,21
423672,Purunapani,3165,395,21
423673,Dhanramal,3165,395,21
423674,Dakadongri,3165,395,21
423675,Makhala,3165,395,21
423676,Ainli,3165,395,21
423677,Uchhala,3165,395,21
423678,Kuturabahali,3165,395,21
423679,Garagaba,3165,395,21
423680,Badchergaon,3165,395,21
423681,Latabanji,3165,395,21
423682,Karlagaon (Kalagaon),3165,395,21
423683,Pitapada,3165,395,21
423684,Meramahul,3165,395,21
423685,Phatamunda,3165,395,21
423686,Gundri,3165,395,21
0,Junagarh,3166,395,21
423687,Mankadshola(Makarsola),3166,395,21
423688,Amathola(Ambajhola),3166,395,21
423689,Kendupati,3166,395,21
423690,Nandol,3166,395,21
423691,Khairamal,3166,395,21
423692,Labanipur,3166,395,21
423693,Badaldei,3166,395,21
423694,Dangapala,3166,395,21
423695,Kandhabramhaniguda,3166,395,21
423696,Jharabandha,3166,395,21
423697,Panigaon,3166,395,21
423698,Sahajakana,3166,395,21
423699,Chingedisar,3166,395,21
423700,Padiagada(Padiagarh),3166,395,21
423701,Padiagaon,3166,395,21
423702,Puragaon,3166,395,21
423703,Murlapadar,3166,395,21
423704,Murjor(Marajore),3166,395,21
423705,Kuruguda,3166,395,21
423706,Masigaon,3166,395,21
423707,Talamala,3166,395,21
